Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Q,S,AgeFare
1,1,1,34.0,0,0,26.55,0,1,902.7
1,3,0,5.0,2,1,19.2583,0,0,96.29149999999998
1,1,1,52.0,0,0,30.5,0,1,1586.0
0,2,1,36.0,1,2,27.75,0,1,999.0
0,3,1,25.14061971830986,1,0,19.9667,0,1,501.9752117295775
0,1,1,30.0,0,0,27.75,0,0,832.5
1,1,1,49.0,1,0,89.1042,0,0,4366.1058
0,3,1,25.14061971830986,0,0,8.05,0,1,202.3819887323944
1,3,1,29.0,0,0,7.8958,0,0,228.97820000000002
0,1,1,65.0,0,0,26.55,0,1,1725.75
1,1,0,38.233440860215055,1,0,51.8625,0,1,1982.881826612903
1,2,0,50.0,0,0,10.5,0,1,525.0
0,3,1,25.14061971830986,0,0,7.75,1,0,194.83980281690143
1,1,1,48.0,0,0,26.55,0,1,1274.4
0,3,1,34.0,0,0,8.05,0,1,273.70000000000005
0,1,1,47.0,0,0,38.5,0,1,1809.5
0,2,1,48.0,0,0,13.0,0,1,624.0
0,3,1,25.14061971830986,0,0,8.05,0,1,202.3819887323944
0,3,1,38.0,0,0,7.05,0,1,267.9
0,2,1,29.87763005780347,0,0,0.0,0,1,0.0
0,1,1,56.0,0,0,26.55,0,1,1486.8
0,3,1,25.14061971830986,0,0,7.725,1,0,194.21128732394365
1,3,0,0.75,2,1,19.2583,0,0,14.443724999999999
0,3,1,25.14061971830986,0,0,7.25,0,1,182.26949295774648
0,3,1,38.0,0,0,8.6625,0,1,329.175
1,2,0,33.0,1,2,27.75,0,1,915.75
1,2,0,23.0,0,0,13.7917,0,0,317.20910000000003
0,3,0,22.0,0,0,9.8375,0,1,216.425
0,1,1,38.233440860215055,0,0,52.0,0,1,1988.138924731183
0,2,1,34.0,1,0,21.0,0,1,714.0
0,3,1,29.0,1,0,7.0458,0,1,204.32819999999998
0,3,1,22.0,0,0,7.5208,0,1,165.4576
1,3,0,2.0,0,1,12.2875,0,1,24.575
0,3,1,9.0,5,2,46.9,0,1,422.09999999999997
0,2,1,29.87763005780347,0,0,0.0,0,1,0.0
0,3,1,50.0,0,0,8.05,0,1,402.50000000000006
1,3,0,63.0,0,0,9.5875,0,1,604.0125
1,1,1,25.0,1,0,91.0792,0,0,2276.98
0,3,0,25.14061971830986,3,1,25.4667,0,1,640.2486201802817
1,1,0,35.0,1,0,90.0,0,1,3150.0
0,1,1,58.0,0,0,29.7,0,0,1722.6
0,3,1,30.0,0,0,8.05,0,1,241.50000000000003
1,3,1,9.0,1,1,15.9,0,1,143.1
0,3,1,25.14061971830986,1,0,19.9667,0,1,501.9752117295775
0,3,1,21.0,0,0,7.25,0,1,152.25
0,1,1,55.0,0,0,30.5,0,1,1677.5
0,1,1,71.0,0,0,49.5042,0,0,3514.7981999999997
0,3,1,21.0,0,0,8.05,0,1,169.05
0,3,1,25.14061971830986,0,0,14.4583,0,0,363.4906220732394
1,1,0,54.0,1,0,78.2667,0,0,4226.4018
0,3,1,25.14061971830986,0,0,15.1,0,1,379.62335774647886
0,1,0,25.0,1,2,151.55,0,1,3788.7500000000005
0,3,1,24.0,0,0,7.7958,0,1,187.0992
0,3,1,17.0,0,0,8.6625,0,1,147.2625
0,3,0,21.0,0,0,7.75,1,0,162.75
0,3,0,25.14061971830986,0,0,7.6292,1,0,191.8028159549296
0,3,0,37.0,0,0,9.5875,0,1,354.7375
1,1,0,16.0,0,0,86.5,0,1,1384.0
0,1,1,18.0,1,0,108.9,0,0,1960.2
1,2,0,33.0,0,2,26.0,0,1,858.0
1,1,1,38.233440860215055,0,0,26.55,0,1,1015.0978548387097
0,3,1,28.0,0,0,22.525,0,1,630.6999999999999
1,3,1,26.0,0,0,56.4958,0,1,1468.8908000000001
1,3,1,29.0,0,0,7.75,1,0,224.75
0,3,1,25.14061971830986,0,0,8.05,0,1,202.3819887323944
1,1,1,36.0,0,0,26.2875,0,1,946.35
1,1,0,54.0,1,0,59.4,0,0,3207.6
0,3,1,24.0,0,0,7.4958,0,1,179.8992
0,1,1,47.0,0,0,34.0208,0,1,1598.9776000000002
1,2,0,34.0,0,0,10.5,0,1,357.0
0,3,1,25.14061971830986,0,0,24.15,1,0,607.145966197183
1,2,0,36.0,1,0,26.0,0,1,936.0
0,3,1,32.0,0,0,7.8958,0,1,252.6656
1,1,0,30.0,0,0,93.5,0,1,2805.0
0,3,1,22.0,0,0,7.8958,0,1,173.7076
0,3,1,25.14061971830986,0,0,7.225,0,0,181.64097746478873
1,1,0,44.0,0,1,57.9792,0,0,2551.0848
0,3,1,25.14061971830986,0,0,7.2292,0,0,181.74656806760564
0,3,1,40.5,0,0,7.75,1,0,313.875
1,2,0,50.0,0,0,10.5,0,1,525.0
0,1,1,38.233440860215055,0,0,221.7792,0,1,8479.381927225806
0,3,1,39.0,0,0,7.925,0,1,309.075
0,2,1,23.0,2,1,11.5,0,1,264.5
1,2,0,2.0,1,1,26.0,0,1,52.0
0,3,1,25.14061971830986,0,0,7.2292,0,0,181.74656806760564
0,3,1,17.0,1,1,7.2292,0,0,122.8964
1,3,0,25.14061971830986,0,2,22.3583,0,0,562.1015178478873
0,3,0,30.0,0,0,8.6625,0,1,259.875
1,2,0,7.0,0,2,26.25,0,1,183.75
0,1,1,45.0,0,0,26.55,0,1,1194.75
1,1,0,30.0,0,0,106.425,0,0,3192.75
0,3,1,25.14061971830986,0,0,14.5,0,1,364.53898591549296
1,1,0,22.0,0,2,49.5,0,0,1089.0
1,1,0,36.0,0,2,71.0,0,1,2556.0
0,3,0,9.0,4,2,31.275,0,1,281.47499999999997
0,3,0,11.0,4,2,31.275,0,1,344.025
1,2,1,32.0,1,0,26.0,0,1,832.0
0,1,1,50.0,1,0,106.425,0,0,5321.25
0,1,1,64.0,0,0,26.0,0,1,1664.0
1,2,0,19.0,1,0,26.0,0,1,494.0
1,2,1,29.87763005780347,0,0,13.8625,0,0,414.1786466763006
0,3,1,33.0,1,1,20.525,0,1,677.3249999999999
1,2,1,8.0,1,1,36.75,0,1,294.0
1,1,1,17.0,0,2,110.8833,0,0,1885.0161
0,2,1,27.0,0,0,26.0,0,1,702.0
0,3,1,25.14061971830986,0,0,7.8292,1,0,196.83093989859157
1,3,1,22.0,0,0,7.225,0,0,158.95
1,3,0,22.0,0,0,7.775,0,1,171.05
0,1,1,62.0,0,0,26.55,0,1,1646.1000000000001
1,1,0,48.0,1,0,39.6,0,0,1900.8000000000002
0,1,1,38.233440860215055,0,0,227.525,0,0,8699.06363172043
1,1,0,39.0,1,1,79.65,0,1,3106.3500000000004
1,3,0,36.0,1,0,17.4,0,1,626.4
0,3,1,25.14061971830986,0,0,7.75,1,0,194.83980281690143
0,3,1,40.0,0,0,7.8958,0,1,315.832
0,2,1,28.0,0,0,13.5,0,1,378.0
0,3,1,25.14061971830986,0,0,8.05,0,1,202.3819887323944
0,3,0,25.14061971830986,0,0,8.05,0,1,202.3819887323944
0,3,1,24.0,2,0,24.15,0,1,579.5999999999999
0,3,1,19.0,0,0,7.8958,0,1,150.02020000000002
0,3,0,29.0,0,4,21.075,0,1,611.175
0,3,1,25.14061971830986,0,0,7.2292,0,0,181.74656806760564
1,3,1,32.0,0,0,7.8542,0,1,251.3344
1,2,1,62.0,0,0,10.5,0,1,651.0
1,1,0,53.0,2,0,51.4792,0,1,2728.3976
1,1,1,36.0,0,0,26.3875,0,1,949.9499999999999
1,3,0,25.14061971830986,0,0,7.75,1,0,194.83980281690143
0,3,1,16.0,0,0,8.05,0,1,128.8
0,3,1,19.0,0,0,14.5,0,1,275.5
1,2,0,34.0,0,0,13.0,0,1,442.0
1,1,0,39.0,1,0,55.9,0,1,2180.1
0,3,0,25.14061971830986,1,0,14.4583,0,0,363.4906220732394
1,3,1,32.0,0,0,7.925,0,1,253.6
1,2,0,25.0,1,1,30.0,0,1,750.0
1,1,0,39.0,1,1,110.8833,0,0,4324.4487
0,2,1,54.0,0,0,26.0,0,1,1404.0
0,1,1,36.0,0,0,40.125,0,0,1444.5
0,3,1,25.14061971830986,0,0,8.7125,0,0,219.03764929577466
1,1,0,18.0,0,2,79.65,0,1,1433.7
0,2,1,47.0,0,0,15.0,0,1,705.0
1,1,1,60.0,1,1,79.2,0,0,4752.0
0,3,1,22.0,0,0,8.05,0,1,177.10000000000002
0,3,1,25.14061971830986,0,0,8.05,0,1,202.3819887323944
0,3,1,35.0,0,0,7.125,0,1,249.375
1,1,0,52.0,1,0,78.2667,0,0,4069.8684
0,3,1,47.0,0,0,7.25,0,1,340.75
0,3,0,25.14061971830986,0,2,7.75,1,0,194.83980281690143
0,2,1,37.0,1,0,26.0,0,1,962.0
0,3,1,36.0,1,1,24.15,0,1,869.4
1,2,0,29.87763005780347,0,0,33.0,0,1,985.9617919075145
0,3,1,49.0,0,0,0.0,0,1,0.0
0,3,1,25.14061971830986,0,0,7.225,0,0,181.64097746478873
1,1,1,49.0,1,0,56.9292,0,0,2789.5308
1,2,0,24.0,2,1,27.0,0,1,648.0
0,3,1,25.14061971830986,0,0,7.8958,0,1,198.505305171831
0,1,1,38.233440860215055,0,0,42.4,0,1,1621.0978924731182
0,3,1,44.0,0,0,8.05,0,1,354.20000000000005
1,1,1,35.0,0,0,26.55,0,0,929.25
0,3,1,36.0,1,0,15.55,0,1,559.8000000000001
0,3,1,30.0,0,0,7.8958,0,1,236.87400000000002
1,1,1,27.0,0,0,30.5,0,1,823.5
1,2,0,22.0,1,2,41.5792,0,0,914.7424
1,1,0,40.0,0,0,153.4625,0,1,6138.5
0,3,0,39.0,1,5,31.275,0,1,1219.725
0,3,1,25.14061971830986,0,0,7.05,0,1,177.2413690140845
1,3,0,25.14061971830986,1,0,15.5,1,0,389.67960563380285
0,3,1,25.14061971830986,0,0,7.75,1,0,194.83980281690143
0,3,1,35.0,0,0,8.05,0,1,281.75
1,2,0,24.0,1,2,65.0,0,1,1560.0
0,3,1,34.0,1,1,14.4,0,1,489.6
0,3,0,26.0,1,0,16.1,0,1,418.6
1,2,0,4.0,2,1,39.0,0,1,156.0
0,2,1,26.0,0,0,10.5,0,1,273.0
0,3,1,27.0,1,0,14.4542,0,0,390.2634
1,1,1,42.0,1,0,52.5542,0,1,2207.2764
1,3,1,20.0,1,1,15.7417,0,0,314.834
0,3,1,21.0,0,0,7.8542,0,1,164.9382
0,3,1,21.0,0,0,16.1,0,1,338.1
0,1,1,61.0,0,0,32.3208,0,1,1971.5688
0,2,1,57.0,0,0,12.35,1,0,703.9499999999999
1,1,0,21.0,0,0,77.9583,0,1,1637.1243
0,3,1,26.0,0,0,7.8958,0,1,205.29080000000002
0,3,1,25.14061971830986,0,0,7.7333,1,0,194.41995446760563
1,1,1,80.0,0,0,30.0,0,1,2400.0
0,3,1,51.0,0,0,7.0542,0,1,359.7642
1,1,1,32.0,0,0,30.5,0,0,976.0
0,1,1,38.233440860215055,0,0,0.0,0,1,0.0
0,3,0,9.0,3,2,27.9,0,1,251.1
1,2,0,28.0,0,0,13.0,0,1,364.0
0,3,1,32.0,0,0,7.925,0,1,253.6
0,2,1,31.0,1,1,26.25,0,1,813.75
0,3,0,41.0,0,5,39.6875,0,1,1627.1875
0,3,1,25.14061971830986,1,0,16.1,0,1,404.7639774647888
0,3,1,20.0,0,0,7.8542,0,1,157.084
1,1,0,24.0,0,0,69.3,0,0,1663.1999999999998
0,3,0,2.0,3,2,27.9,0,1,55.8
1,3,1,25.14061971830986,0,0,56.4958,0,1,1420.3394234816903
1,3,0,0.75,2,1,19.2583,0,0,14.443724999999999
1,1,1,48.0,1,0,76.7292,0,0,3683.0016000000005
0,3,1,19.0,0,0,7.8958,0,1,150.02020000000002
1,1,1,56.0,0,0,35.5,0,0,1988.0
0,3,1,25.14061971830986,0,0,7.55,0,1,189.81167887323943
1,3,0,23.0,0,0,7.55,0,1,173.65
0,3,1,25.14061971830986,0,0,7.8958,0,1,198.505305171831
1,2,0,18.0,0,1,23.0,0,1,414.0
0,3,1,21.0,0,0,8.4333,0,1,177.09929999999997
1,3,0,25.14061971830986,0,0,7.8292,1,0,196.83093989859157
0,3,0,18.0,0,0,6.75,1,0,121.5
0,2,1,24.0,2,0,73.5,0,1,1764.0
0,3,1,25.14061971830986,0,0,7.8958,0,1,198.505305171831
0,3,0,32.0,1,1,15.5,1,0,496.0
0,2,1,23.0,0,0,13.0,0,1,299.0
0,1,1,58.0,0,2,113.275,0,0,6569.950000000001
1,1,1,50.0,2,0,133.65,0,1,6682.5
0,3,1,40.0,0,0,7.225,0,0,289.0
0,1,1,47.0,0,0,25.5875,0,1,1202.6125
0,3,1,36.0,0,0,7.4958,0,1,269.8488
1,3,1,20.0,1,0,7.925,0,1,158.5
0,2,1,32.0,2,0,73.5,0,1,2352.0
0,2,1,25.0,0,0,13.0,0,1,325.0
0,3,1,25.14061971830986,0,0,7.775,0,1,195.46831830985917
0,3,1,43.0,0,0,8.05,0,1,346.15000000000003
1,1,0,38.233440860215055,1,0,52.0,0,1,1988.138924731183
1,2,0,40.0,1,1,39.0,0,1,1560.0
0,1,1,31.0,1,0,52.0,0,1,1612.0
0,2,1,70.0,0,0,10.5,0,1,735.0
1,2,1,31.0,0,0,13.0,0,1,403.0
0,2,1,29.87763005780347,0,0,0.0,0,1,0.0
0,3,1,18.0,0,0,7.775,0,1,139.95000000000002
0,3,1,24.5,0,0,8.05,0,1,197.22500000000002
1,3,0,18.0,0,0,9.8417,0,1,177.1506
0,3,0,43.0,1,6,46.9,0,1,2016.7
1,1,1,36.0,0,1,512.3292,0,0,18443.8512
0,3,0,25.14061971830986,0,0,8.1375,1,0,204.58179295774647
1,1,1,27.0,0,0,76.7292,0,0,2071.6884
0,3,1,20.0,0,0,9.225,0,1,184.5
0,3,1,14.0,5,2,46.9,0,1,656.6
0,2,1,60.0,1,1,39.0,0,1,2340.0
0,2,1,25.0,1,2,41.5792,0,0,1039.48
0,3,1,14.0,4,1,39.6875,0,1,555.625
0,3,1,19.0,0,0,10.1708,0,1,193.2452
0,3,1,18.0,0,0,7.7958,0,1,140.3244
1,1,0,15.0,0,1,211.3375,0,1,3170.0625
1,1,1,31.0,1,0,57.0,0,1,1767.0
1,3,0,4.0,0,1,13.4167,0,0,53.6668
1,3,1,25.14061971830986,0,0,56.4958,0,1,1420.3394234816903
0,3,1,25.0,0,0,7.225,0,0,180.625
0,1,1,60.0,0,0,26.55,0,1,1593.0
0,2,1,52.0,0,0,13.5,0,1,702.0
0,3,1,44.0,0,0,8.05,0,1,354.20000000000005
1,3,0,25.14061971830986,0,0,7.7333,1,0,194.41995446760563
0,1,1,49.0,1,1,110.8833,0,0,5433.2817000000005
0,3,1,42.0,0,0,7.65,0,1,321.3
1,1,0,18.0,1,0,227.525,0,0,4095.4500000000003
1,1,1,35.0,0,0,26.2875,0,1,920.0625
0,3,0,18.0,0,1,14.4542,0,0,260.17560000000003
0,3,1,25.0,0,0,7.7417,1,0,193.5425
0,3,1,26.0,1,0,7.8542,0,1,204.20919999999998
0,2,1,39.0,0,0,26.0,0,1,1014.0
1,2,0,45.0,0,0,13.5,0,1,607.5
1,1,1,42.0,0,0,26.2875,0,1,1104.075
1,1,0,22.0,0,0,151.55,0,1,3334.1000000000004
1,3,1,25.14061971830986,1,1,15.2458,0,0,383.28886010140843
1,1,0,24.0,0,0,49.5042,0,0,1188.1008
0,1,1,38.233440860215055,0,0,26.55,0,1,1015.0978548387097
1,1,1,48.0,1,0,52.0,0,1,2496.0
0,3,1,29.0,0,0,9.4833,0,1,275.0157
0,2,1,52.0,0,0,13.0,0,1,676.0
0,3,1,19.0,0,0,7.65,0,1,145.35
1,1,0,38.0,0,0,227.525,0,0,8645.95
1,2,0,27.0,0,0,10.5,0,1,283.5
0,3,1,25.14061971830986,0,0,15.5,1,0,389.67960563380285
0,3,1,33.0,0,0,7.775,0,1,256.575
1,2,0,6.0,0,1,33.0,0,1,198.0
0,3,1,17.0,1,0,7.0542,0,1,119.92139999999999
0,2,1,34.0,0,0,13.0,0,1,442.0
0,2,1,50.0,0,0,13.0,0,1,650.0
1,1,1,27.0,1,0,53.1,0,1,1433.7
0,3,1,20.0,0,0,8.6625,0,1,173.25
1,2,0,30.0,3,0,21.0,0,1,630.0
1,3,0,25.14061971830986,0,0,7.7375,1,0,194.52554507042254
0,2,1,25.0,1,0,26.0,0,1,650.0
0,3,0,25.0,1,0,7.925,0,1,198.125
1,1,0,29.0,0,0,211.3375,0,1,6128.7875
0,3,1,11.0,0,0,18.7875,0,0,206.66250000000002
0,2,1,29.87763005780347,0,0,0.0,0,1,0.0
0,2,1,23.0,0,0,13.0,0,1,299.0
0,2,1,23.0,0,0,13.0,0,1,299.0
0,3,1,28.5,0,0,16.1,0,1,458.85
0,3,0,48.0,1,3,34.375,0,1,1650.0
1,1,1,35.0,0,0,512.3292,0,0,17931.522
0,3,1,25.14061971830986,0,0,7.8958,0,1,198.505305171831
0,3,1,25.14061971830986,0,0,7.8958,0,1,198.505305171831
1,1,1,38.233440860215055,0,0,30.0,0,1,1147.0032258064516
0,1,1,36.0,1,0,78.85,0,1,2838.6
1,1,0,21.0,2,2,262.375,0,0,5509.875
0,3,1,24.0,1,0,16.1,0,1,386.40000000000003
1,3,1,31.0,0,0,7.925,0,1,245.67499999999998
0,1,1,70.0,1,1,71.0,0,1,4970.0
0,3,1,16.0,1,1,20.25,0,1,324.0
1,2,0,30.0,0,0,13.0,0,1,390.0
0,1,1,19.0,1,0,53.1,0,1,1008.9
0,3,1,31.0,0,0,7.75,1,0,240.25
1,2,0,4.0,1,1,23.0,0,1,92.0
1,3,1,6.0,0,1,12.475,0,1,74.85
0,3,1,33.0,0,0,9.5,0,1,313.5
0,3,1,23.0,0,0,7.8958,0,1,181.60340000000002
1,2,0,48.0,1,2,65.0,0,1,3120.0
1,2,1,0.67,1,1,14.5,0,1,9.715
0,3,1,28.0,0,0,7.7958,0,1,218.2824
0,2,1,18.0,0,0,11.5,0,1,207.0
0,3,1,34.0,0,0,8.05,0,1,273.70000000000005
1,1,0,33.0,0,0,86.5,0,1,2854.5
0,3,1,25.14061971830986,0,0,14.5,0,1,364.53898591549296
0,3,1,41.0,0,0,7.125,0,1,292.125
1,3,1,20.0,0,0,7.2292,0,0,144.584
1,1,0,36.0,1,2,120.0,0,1,4320.0
0,3,1,16.0,0,0,7.775,0,1,124.4
1,1,0,51.0,1,0,77.9583,0,1,3975.8732999999997
0,1,1,38.233440860215055,0,0,39.6,0,0,1514.0442580645163
0,3,0,30.5,0,0,7.75,1,0,236.375
0,3,1,25.14061971830986,1,0,24.15,1,0,607.145966197183
0,3,1,32.0,0,0,8.3625,0,1,267.6
0,3,1,24.0,0,0,9.5,0,1,228.0
0,3,1,48.0,0,0,7.8542,0,1,377.0016
0,2,0,57.0,0,0,10.5,0,1,598.5
0,3,1,25.14061971830986,0,0,7.225,0,0,181.64097746478873
1,2,0,54.0,1,3,23.0,0,1,1242.0
0,3,1,18.0,0,0,7.75,0,1,139.5
0,3,1,25.14061971830986,0,0,7.75,1,0,194.83980281690143
1,3,0,5.0,0,0,12.475,0,1,62.375
0,3,1,25.14061971830986,0,0,7.7375,1,0,194.52554507042254
1,1,0,43.0,0,1,211.3375,0,1,9087.5125
1,3,0,13.0,0,0,7.2292,0,0,93.97959999999999
1,1,0,17.0,1,0,57.0,0,1,969.0
0,1,1,29.0,0,0,30.0,0,1,870.0
0,3,1,25.14061971830986,1,2,23.45,0,1,589.5475323943662
0,3,1,25.0,0,0,7.05,0,1,176.25
0,3,1,25.0,0,0,7.25,0,1,181.25
1,3,0,18.0,0,0,7.4958,0,1,134.9244
0,3,1,8.0,4,1,29.125,1,0,233.0
1,3,1,1.0,1,2,20.575,0,1,20.575
0,1,1,46.0,0,0,79.2,0,0,3643.2000000000003
0,3,1,25.14061971830986,0,0,7.75,1,0,194.83980281690143
0,2,1,16.0,0,0,26.0,0,1,416.0
0,3,0,25.14061971830986,8,2,69.55,0,1,1748.5301014084507
0,1,1,38.233440860215055,0,0,30.6958,0,0,1173.6060539569892
0,3,1,25.0,0,0,7.8958,0,1,197.395
0,2,1,39.0,0,0,13.0,0,1,507.0
1,1,0,49.0,0,0,25.9292,0,1,1270.5308
1,3,0,31.0,0,0,8.6833,0,1,269.1823
0,3,1,30.0,0,0,7.2292,0,0,216.87599999999998
0,3,0,30.0,1,1,24.15,0,1,724.5
0,2,1,34.0,0,0,13.0,0,1,442.0
1,2,0,31.0,1,1,26.25,0,1,813.75
1,1,1,11.0,1,2,120.0,0,1,1320.0
1,3,1,0.42,0,1,8.5167,0,0,3.577014
1,3,1,27.0,0,0,6.975,0,1,188.325
0,3,1,31.0,0,0,7.775,0,1,241.025
0,1,1,39.0,0,0,0.0,0,1,0.0
0,3,0,18.0,0,0,7.775,0,1,139.95000000000002
0,2,1,39.0,0,0,13.0,0,1,507.0
1,1,0,33.0,1,0,53.1,0,1,1752.3
0,3,1,26.0,0,0,7.8875,0,1,205.07500000000002
0,3,1,39.0,0,0,24.15,0,1,941.8499999999999
0,2,1,35.0,0,0,10.5,0,1,367.5
0,3,0,6.0,4,2,31.275,0,1,187.64999999999998
0,3,1,30.5,0,0,8.05,0,1,245.52500000000003
0,1,1,38.233440860215055,0,0,0.0,0,1,0.0
0,3,0,23.0,0,0,7.925,0,1,182.275
0,2,1,31.0,1,1,37.0042,0,0,1147.1301999999998
0,3,1,43.0,0,0,6.45,0,1,277.35
0,3,1,10.0,3,2,27.9,0,1,279.0
1,1,0,52.0,1,1,93.5,0,1,4862.0
1,3,1,27.0,0,0,8.6625,0,1,233.8875
0,1,1,38.0,0,0,0.0,0,1,0.0
1,3,0,27.0,0,1,12.475,0,1,336.825
0,3,1,2.0,4,1,39.6875,0,1,79.375
0,3,1,25.14061971830986,0,0,6.95,1,0,174.72730704225353
0,3,1,25.14061971830986,0,0,56.4958,0,1,1420.3394234816903
1,2,1,1.0,0,2,37.0042,0,0,37.0042
1,3,1,25.14061971830986,0,0,7.75,1,0,194.83980281690143
1,1,0,62.0,0,0,80.0,0,0,4960.0
1,3,0,15.0,1,0,14.4542,0,0,216.813
1,2,1,0.83,1,1,18.75,0,1,15.5625
0,3,1,25.14061971830986,0,0,7.2292,0,0,181.74656806760564
0,3,1,23.0,0,0,7.8542,0,1,180.64659999999998
0,3,1,18.0,0,0,8.3,0,1,149.4
1,1,0,39.0,1,1,83.1583,0,0,3243.1737
0,3,1,21.0,0,0,8.6625,0,1,181.9125
0,3,1,25.14061971830986,0,0,8.05,0,1,202.3819887323944
1,3,1,32.0,0,0,56.4958,0,1,1807.8656
1,1,1,38.233440860215055,0,0,29.7,0,0,1135.533193548387
0,3,1,20.0,0,0,7.925,0,1,158.5
0,2,1,16.0,0,0,10.5,0,1,168.0
1,1,0,30.0,0,0,31.0,0,0,930.0
0,3,1,34.5,0,0,6.4375,0,0,222.09375
0,3,1,17.0,0,0,8.6625,0,1,147.2625
0,3,1,42.0,0,0,7.55,0,1,317.09999999999997
0,3,1,25.14061971830986,8,2,69.55,0,1,1748.5301014084507
0,3,1,35.0,0,0,7.8958,0,0,276.353
0,2,1,28.0,0,1,33.0,0,1,924.0
1,1,0,38.233440860215055,1,0,89.1042,0,0,3406.7601610967745
0,3,1,4.0,4,2,31.275,0,1,125.1
0,3,1,74.0,0,0,7.775,0,1,575.35
0,3,0,9.0,1,1,15.2458,0,0,137.2122
1,1,0,16.0,0,1,39.4,0,1,630.4
0,2,0,44.0,1,0,26.0,0,1,1144.0
1,3,0,18.0,0,1,9.35,0,1,168.29999999999998
1,1,0,45.0,1,1,164.8667,0,1,7419.0015
1,1,1,51.0,0,0,26.55,0,1,1354.05
1,3,0,24.0,0,3,19.2583,0,0,462.19919999999996
0,3,1,25.14061971830986,0,0,7.2292,0,0,181.74656806760564
0,3,1,41.0,2,0,14.1083,0,1,578.4403
0,2,1,21.0,1,0,11.5,0,1,241.5
1,1,0,48.0,0,0,25.9292,0,1,1244.6016
0,3,0,25.14061971830986,8,2,69.55,0,1,1748.5301014084507
0,2,1,24.0,0,0,13.0,0,1,312.0
1,2,0,42.0,0,0,13.0,0,1,546.0
1,2,0,27.0,1,0,13.8583,0,0,374.1741
0,1,1,31.0,0,0,50.4958,0,1,1565.3698000000002
0,3,1,25.14061971830986,0,0,9.5,0,1,238.83588732394367
1,3,1,4.0,1,1,11.1333,0,1,44.5332
0,3,1,26.0,0,0,7.8958,0,1,205.29080000000002
1,1,0,47.0,1,1,52.5542,0,1,2470.0474
0,1,1,33.0,0,0,5.0,0,1,165.0
0,3,1,47.0,0,0,9.0,0,1,423.0
1,2,0,28.0,1,0,24.0,0,0,672.0
1,3,0,15.0,0,0,7.225,0,0,108.375
0,3,1,20.0,0,0,9.8458,0,1,196.916
0,3,1,19.0,0,0,7.8958,0,1,150.02020000000002
0,3,1,25.14061971830986,0,0,7.8958,0,1,198.505305171831
1,1,0,56.0,0,1,83.1583,0,0,4656.864799999999
1,2,0,25.0,0,1,26.0,0,1,650.0
0,3,1,33.0,0,0,7.8958,0,1,260.5614
0,3,0,22.0,0,0,10.5167,0,1,231.3674
0,2,1,28.0,0,0,10.5,0,1,294.0
0,3,1,25.0,0,0,7.05,0,1,176.25
0,3,0,39.0,0,5,29.125,1,0,1135.875
0,2,1,27.0,0,0,13.0,0,1,351.0
1,1,0,19.0,0,0,30.0,0,1,570.0
0,3,0,25.14061971830986,1,2,23.45,0,1,589.5475323943662
1,1,1,26.0,0,0,30.0,0,0,780.0
0,3,1,32.0,0,0,7.75,1,0,248.0
